Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description
Operation.Edit_PID.Cascade_PID.PID_Set_3.DERIVATIVE_25_REG,"402644",Short,1,R/W,100,,,,,,,,,,"Derivative 1A - Cascade PID Set 3"
Operation.Edit_PID.Cascade_PID.PID_Set_3.DERIVATIVE_26_REG,"402654",Short,1,R/W,100,,,,,,,,,,"Derivative 1B - Cascade PID Set 3"
Operation.Edit_PID.Cascade_PID.PID_Set_3.HYSTERESIS_25_REG,"402648",Short,1,R/W,100,,,,,,,,,,"Hysteresis 1A - Cascade PID Set 3"
Operation.Edit_PID.Cascade_PID.PID_Set_3.HYSTERESIS_26_REG,"402658",Short,1,R/W,100,,,,,,,,,,"Hysteresis 1B - Cascade PID Set 3"
Operation.Edit_PID.Cascade_PID.PID_Set_3.INTEGRAL_25_REG,"402642",Short,1,R/W,100,,,,,,,,,,"Integral 1A - Cascade PID Set 3"
Operation.Edit_PID.Cascade_PID.PID_Set_3.INTEGRAL_26_REG,"402652",Short,1,R/W,100,,,,,,,,,,"Integral 1B - Cascade PID Set 3"
Operation.Edit_PID.Cascade_PID.PID_Set_3.PROPBAND_25_REG,"402641",Short,1,R/W,100,,,,,,,,,,"Proportional Band 1A - Cascade PID Set 3"
Operation.Edit_PID.Cascade_PID.PID_Set_3.PROPBAND_26_REG,"402651",Short,1,R/W,100,,,,,,,,,,"Proportional Band 1B - Cascade PID Set 3"
Operation.Edit_PID.Cascade_PID.PID_Set_3.RATE_25_REG,"402645",Short,1,R/W,100,,,,,,,,,,"Rate 1A - Cascade PID Set 3"
Operation.Edit_PID.Cascade_PID.PID_Set_3.RATE_26_REG,"402655",Short,1,R/W,100,,,,,,,,,,"Rate 1B - Cascade PID Set 3"
Operation.Edit_PID.Cascade_PID.PID_Set_3.RESET_25_REG,"402643",Short,1,R/W,100,,,,,,,,,,"Reset 1A - Cascade PID Set 3"
Operation.Edit_PID.Cascade_PID.PID_Set_3.RESET_26_REG,"402653",Short,1,R/W,100,,,,,,,,,,"Reset 1B - Cascade PID Set 3"
Operation.Edit_PID.Cascade_PID.PID_Set_4.DEADBAND_27_REG,"402666",Short,1,R/W,100,,,,,,,,,,"Dead Band 1A - Cascade PID Set 4"
Operation.Edit_PID.Cascade_PID.PID_Set_4.DEADBAND_28_REG,"402676",Short,1,R/W,100,,,,,,,,,,"Dead Band 1B - Cascade PID Set 4"
Operation.Edit_PID.Cascade_PID.PID_Set_4.DERIVATIVE_27_REG,"402664",Short,1,R/W,100,,,,,,,,,,"Derivative 1A - Cascade PID Set 4"
Operation.Edit_PID.Cascade_PID.PID_Set_4.DERIVATIVE_28_REG,"402674",Short,1,R/W,100,,,,,,,,,,"Derivative 1B - Cascade PID Set 4"
Operation.Edit_PID.Cascade_PID.PID_Set_4.HYSTERESIS_27_REG,"402668",Short,1,R/W,100,,,,,,,,,,"Hysteresis 1A - Cascade PID Set 4"
Operation.Edit_PID.Cascade_PID.PID_Set_4.HYSTERESIS_28_REG,"402678",Short,1,R/W,100,,,,,,,,,,"Hysteresis 1B - Cascade PID Set 4"
Operation.Edit_PID.Cascade_PID.PID_Set_4.INTEGRAL_27_REG,"402662",Short,1,R/W,100,,,,,,,,,,"Integral 1A - Cascade PID Set 4"
Operation.Edit_PID.Cascade_PID.PID_Set_4.INTEGRAL_28_REG,"402672",Short,1,R/W,100,,,,,,,,,,"Integral 1B - Cascade PID Set 4"
Operation.Edit_PID.Cascade_PID.PID_Set_4.PROPBAND_27_REG,"402661",Short,1,R/W,100,,,,,,,,,,"Proportional Band 1A - Cascade PID Set 4"
Operation.Edit_PID.Cascade_PID.PID_Set_4.PROPBAND_28_REG,"402671",Short,1,R/W,100,,,,,,,,,,"Proportional Band 1B - Cascade PID Set 4"
Operation.Edit_PID.Cascade_PID.PID_Set_4.RATE_27_REG,"402665",Short,1,R/W,100,,,,,,,,,,"Rate 1A - Cascade PID Set 4"
Operation.Edit_PID.Cascade_PID.PID_Set_4.RATE_28_REG,"402675",Short,1,R/W,100,,,,,,,,,,"Rate 1B - Cascade PID Set 4"
Operation.Edit_PID.Cascade_PID.PID_Set_4.RESET_27_REG,"402663",Short,1,R/W,100,,,,,,,,,,"Reset 1A - Cascade PID Set 4"
Operation.Edit_PID.Cascade_PID.PID_Set_4.RESET_28_REG,"402673",Short,1,R/W,100,,,,,,,,,,"Reset 1B - Cascade PID Set 4"
Operation.Edit_PID.Cascade_PID.PID_Set_5.DEADBAND_29_REG,"402686",Short,1,R/W,100,,,,,,,,,,"Dead Band 1A - Cascade PID Set 5"
Operation.Edit_PID.Cascade_PID.PID_Set_5.DEADBAND_30_REG,"402696",Short,1,R/W,100,,,,,,,,,,"Dead Band 1B - Cascade PID Set 5"
Operation.Edit_PID.Cascade_PID.PID_Set_5.DERIVATIVE_29_REG,"402684",Short,1,R/W,100,,,,,,,,,,"Derivative 1A - Cascade PID Set 5"
Operation.Edit_PID.Cascade_PID.PID_Set_5.DERIVATIVE_30_REG,"402694",Short,1,R/W,100,,,,,,,,,,"Derivative 1B - Cascade PID Set 5"
Operation.Edit_PID.Cascade_PID.PID_Set_5.HYSTERESIS_29_REG,"402688",Short,1,R/W,100,,,,,,,,,,"Hysteresis 1A - Cascade PID Set 5"
Operation.Edit_PID.Cascade_PID.PID_Set_5.HYSTERESIS_30_REG,"402698",Short,1,R/W,100,,,,,,,,,,"Hysteresis 1B - Cascade PID Set 5"
Operation.Edit_PID.Cascade_PID.PID_Set_5.INTEGRAL_29_REG,"402682",Short,1,R/W,100,,,,,,,,,,"Integral 1A - Cascade PID Set 5"
Operation.Edit_PID.Cascade_PID.PID_Set_5.INTEGRAL_30_REG,"402692",Short,1,R/W,100,,,,,,,,,,"Integral 1B - Cascade PID Set 5"
Operation.Edit_PID.Cascade_PID.PID_Set_5.PROPBAND_29_REG,"402681",Short,1,R/W,100,,,,,,,,,,"Proportional Band 1A - Cascade PID Set 5"
Operation.Edit_PID.Cascade_PID.PID_Set_5.PROPBAND_30_REG,"402691",Short,1,R/W,100,,,,,,,,,,"Proportional Band 1B - Cascade PID Set 5"
Operation.Edit_PID.Cascade_PID.PID_Set_5.RATE_29_REG,"402685",Short,1,R/W,100,,,,,,,,,,"Rate 1A - Cascade PID Set 5"
Operation.Edit_PID.Cascade_PID.PID_Set_5.RATE_30_REG,"402695",Short,1,R/W,100,,,,,,,,,,"Rate 1B - Cascade PID Set 5"
Operation.Edit_PID.Cascade_PID.PID_Set_5.RESET_29_REG,"402683",Short,1,R/W,100,,,,,,,,,,"Reset 1A - Cascade PID Set 5"
Operation.Edit_PID.Cascade_PID.PID_Set_5.RESET_30_REG,"402693",Short,1,R/W,100,,,,,,,,,,"Reset 1B - Cascade PID Set 5"
Operation.Edit_PID.PID_Channel_1.PID_Set_1.DEADBAND_1_REG,"400506",Short,1,R/W,100,,,,,,,,,,"Dead Band 1A - PID Set 1"
Operation.Edit_PID.PID_Channel_1.PID_Set_1.DEADBAND_6_REG,"400556",Short,1,R/W,100,,,,,,,,,,"Dead Band 1B - PID Set 1"
Operation.Edit_PID.PID_Channel_1.PID_Set_1.DERIVATIVE_1_REG,"400504",Short,1,R/W,100,,,,,,,,,,"Derivative 1A - PID Set 1"
Operation.Edit_PID.PID_Channel_1.PID_Set_1.DERIVATIVE_6_REG,"400554",Short,1,R/W,100,,,,,,,,,,"Derivative 1B - PID Set 1"
Operation.Edit_PID.PID_Channel_1.PID_Set_1.HYSTERESIS_1_REG,"400508",Short,1,R/W,100,,,,,,,,,,"Hysteresis 1A - PID Set 1"
Operation.Edit_PID.PID_Channel_1.PID_Set_1.HYSTERESIS_6_REG,"400558",Short,1,R/W,100,,,,,,,,,,"Hysteresis 1B - PID Set 1"
Operation.Edit_PID.PID_Channel_1.PID_Set_1.INTEGRAL_1_REG,"400502",Short,1,R/W,100,,,,,,,,,,"Integral 1A - PID Set 1"
Operation.Edit_PID.PID_Channel_1.PID_Set_1.INTERGRAL_6_REG,"400552",Short,1,R/W,100,,,,,,,,,,"Integral 1B - PID Set 1"
Operation.Edit_PID.PID_Channel_1.PID_Set_1.PROPBAND_1_REG,"400501",Short,1,R/W,100,,,,,,,,,,"Proportional Band 1A - PID Set 1"
Operation.Edit_PID.PID_Channel_1.PID_Set_1.PROPBAND_6_REG,"400551",Short,1,R/W,100,,,,,,,,,,"Proportional Band 1B - PID Set 1"
Operation.Edit_PID.PID_Channel_1.PID_Set_1.RATE_1_REG,"400505",Short,1,R/W,100,,,,,,,,,,"Rate 1A - PID Set 1"
Operation.Edit_PID.PID_Channel_1.PID_Set_1.RATE_6_REG,"400555",Short,1,R/W,100,,,,,,,,,,"Rate 1B - PID Set 1"
Operation.Edit_PID.PID_Channel_1.PID_Set_1.RESET_1_REG,"400503",Short,1,R/W,100,,,,,,,,,,"Reset 1A - PID Set 1"
Operation.Edit_PID.PID_Channel_1.PID_Set_1.RESET_6_REG,"400553",Short,1,R/W,100,,,,,,,,,,"Reset 1B - PID Set 1"
Operation.Edit_PID.PID_Channel_1.PID_Set_2.DEADBAND_2_REG,"400516",Short,1,R/W,100,,,,,,,,,,"Dead Band 1A - PID Set 2"
Operation.Edit_PID.PID_Channel_1.PID_Set_2.DEADBAND_7_REG,"400566",Short,1,R/W,100,,,,,,,,,,"Dead Band 1B - PID Set 2"
Operation.Edit_PID.PID_Channel_1.PID_Set_2.DERIVATIVE_2_REG,"400514",Short,1,R/W,100,,,,,,,,,,"Derivative 1A - PID Set 2"
Operation.Edit_PID.PID_Channel_1.PID_Set_2.DERIVATIVE_7_REG,"400564",Short,1,R/W,100,,,,,,,,,,"Derivative 1B - PID Set 2"
Operation.Edit_PID.PID_Channel_1.PID_Set_2.HYSTERESIS_2_REG,"400518",Short,1,R/W,100,,,,,,,,,,"Hysteresis 1A - PID Set 2"
Operation.Edit_PID.PID_Channel_1.PID_Set_2.HYSTERESIS_7_REG,"400568",Short,1,R/W,100,,,,,,,,,,"Hysteresis 1B - PID Set 2"
Operation.Edit_PID.PID_Channel_1.PID_Set_2.INTEGRAL_2_REG,"400512",Short,1,R/W,100,,,,,,,,,,"Integral 1A - PID Set 2"
Operation.Edit_PID.PID_Channel_1.PID_Set_2.INTERGRAL_7_REG,"400562",Short,1,R/W,100,,,,,,,,,,"Integral 1B - PID Set 2"
Operation.Edit_PID.PID_Channel_1.PID_Set_2.PROPBAND_2_REG,"400511",Short,1,R/W,100,,,,,,,,,,"Proportional Band 1A - PID Set 2"
Operation.Edit_PID.PID_Channel_1.PID_Set_2.PROPBAND_7_REG,"400561",Short,1,R/W,100,,,,,,,,,,"Proportional Band 1B - PID Set 2"
Operation.Edit_PID.PID_Channel_1.PID_Set_2.RATE_2_REG,"400515",Short,1,R/W,100,,,,,,,,,,"Rate 1A - PID Set 2"
Operation.Edit_PID.PID_Channel_1.PID_Set_2.RATE_7_REG,"400565",Short,1,R/W,100,,,,,,,,,,"Rate 1B - PID Set 2"
Operation.Edit_PID.PID_Channel_1.PID_Set_2.RESET_2_REG,"400513",Short,1,R/W,100,,,,,,,,,,"Reset 1A - PID Set 2"
Operation.Edit_PID.PID_Channel_1.PID_Set_2.RESET_7_REG,"400563",Short,1,R/W,100,,,,,,,,,,"Reset 1B - PID Set 2"
Operation.Edit_PID.PID_Channel_1.PID_Set_3.DEADBAND_3_REG,"400526",Short,1,R/W,100,,,,,,,,,,"Dead Band 1A - PID Set 3"
Operation.Edit_PID.PID_Channel_1.PID_Set_3.DEADBAND_8_REG,"400576",Short,1,R/W,100,,,,,,,,,,"Dead Band 1B - PID Set 3"
Operation.Edit_PID.PID_Channel_1.PID_Set_3.DERIVATIVE_3_REG,"400524",Short,1,R/W,100,,,,,,,,,,"Derivative 1A - PID Set 3"
Operation.Edit_PID.PID_Channel_1.PID_Set_3.DERIVATIVE_8_REG,"400574",Short,1,R/W,100,,,,,,,,,,"Derivative 1B - PID Set 3"
Operation.Edit_PID.PID_Channel_1.PID_Set_3.HYSTERESIS_3_REG,"400528",Short,1,R/W,100,,,,,,,,,,"Hysteresis 1A - PID Set 3"
Operation.Edit_PID.PID_Channel_1.PID_Set_3.HYSTERESIS_8_REG,"400578",Short,1,R/W,100,,,,,,,,,,"Hysteresis 1B - PID Set 3"
Operation.Edit_PID.PID_Channel_1.PID_Set_3.INTERGRAL_3_REG,"400522",Short,1,R/W,100,,,,,,,,,,"Integral 1A - PID Set 3"
Operation.Edit_PID.PID_Channel_1.PID_Set_3.INTERGRAL_8_REG,"400572",Short,1,R/W,100,,,,,,,,,,"Integral 1B - PID Set 3"
Operation.Edit_PID.PID_Channel_1.PID_Set_3.PROPBAND_3_REG,"400521",Short,1,R/W,100,,,,,,,,,,"Proportional Band 1A - PID Set 3"
Operation.Edit_PID.PID_Channel_1.PID_Set_3.PROPBAND_8_REG,"400571",Short,1,R/W,100,,,,,,,,,,"Proportional Band 1B - PID Set 3"
Operation.Edit_PID.PID_Channel_1.PID_Set_3.RATE_3_REG,"400525",Short,1,R/W,100,,,,,,,,,,"Rate 1A - PID Set 3"
Operation.Edit_PID.PID_Channel_1.PID_Set_3.RATE_8_REG,"400575",Short,1,R/W,100,,,,,,,,,,"Rate 1B - PID Set 3"
Operation.Edit_PID.PID_Channel_1.PID_Set_3.RESET_3_REG,"400523",Short,1,R/W,100,,,,,,,,,,"Reset 1A - PID Set 3"
Operation.Edit_PID.PID_Channel_1.PID_Set_3.RESET_8_REG,"400573",Short,1,R/W,100,,,,,,,,,,"Reset 1B - PID Set 3"
Operation.Edit_PID.PID_Channel_1.PID_Set_4.DEADBAND_4_REG,"400536",Short,1,R/W,100,,,,,,,,,,"Dead Band 1A - PID Set 4"
Operation.Edit_PID.PID_Channel_1.PID_Set_4.DEADBAND_9_REG,"400586",Short,1,R/W,100,,,,,,,,,,"Dead Band 1B - PID Set 4"
Operation.Edit_PID.PID_Channel_1.PID_Set_4.DERIVATIVE_4_REG,"400534",Short,1,R/W,100,,,,,,,,,,"Derivative 1A - PID Set 4"
Operation.Edit_PID.PID_Channel_1.PID_Set_4.DERIVATIVE_9_REG,"400584",Short,1,R/W,100,,,,,,,,,,"Derivative 1B - PID Set 4"
Operation.Edit_PID.PID_Channel_1.PID_Set_4.HYSTERESIS_4_REG,"400538",Short,1,R/W,100,,,,,,,,,,"Hysteresis 1A - PID Set 4"
Operation.Edit_PID.PID_Channel_1.PID_Set_4.HYSTERESIS_9_REG,"400588",Short,1,R/W,100,,,,,,,,,,"Hysteresis 1B - PID Set 4"
Operation.Edit_PID.PID_Channel_1.PID_Set_4.INTERGRAL_4_REG,"400532",Short,1,R/W,100,,,,,,,,,,"Integral 1A - PID Set 4"
Operation.Edit_PID.PID_Channel_1.PID_Set_4.INTERGRAL_9_REG,"400582",Short,1,R/W,100,,,,,,,,,,"Integral 1B - PID Set 4"
Operation.Edit_PID.PID_Channel_1.PID_Set_4.PROPBAND_4_REG,"400531",Short,1,R/W,100,,,,,,,,,,"Proportional Band 1A - PID Set 4"
Operation.Edit_PID.PID_Channel_1.PID_Set_4.PROPBAND_9_REG,"400581",Short,1,R/W,100,,,,,,,,,,"Proportional Band 1B - PID Set 4"
Operation.Edit_PID.PID_Channel_1.PID_Set_4.RATE_4_REG,"400535",Short,1,R/W,100,,,,,,,,,,"Rate 1A - PID Set 4"
Operation.Edit_PID.PID_Channel_1.PID_Set_4.RATE_9_REG,"400585",Short,1,R/W,100,,,,,,,,,,"Rate 1B - PID Set 4"
Operation.Edit_PID.PID_Channel_1.PID_Set_4.RESET_4_REG,"400533",Short,1,R/W,100,,,,,,,,,,"Reset 1A - PID Set 4"
Operation.Edit_PID.PID_Channel_1.PID_Set_4.RESET_9_REG,"400583",Short,1,R/W,100,,,,,,,,,,"Reset 1B - PID Set 4"
Operation.Edit_PID.PID_Channel_1.PID_Set_5.DEADBAND_10_REG,"400596",Short,1,R/W,100,,,,,,,,,,"Dead Band 1B - PID Set 5"
Operation.Edit_PID.PID_Channel_1.PID_Set_5.DEADBAND_5_REG,"400546",Short,1,R/W,100,,,,,,,,,,"Dead Band 1A - PID Set 5"
Operation.Edit_PID.PID_Channel_1.PID_Set_5.DERIVATIVE_10_REG,"400594",Short,1,R/W,100,,,,,,,,,,"Derivative 1B - PID Set 5"
Operation.Edit_PID.PID_Channel_1.PID_Set_5.DERIVATIVE_5_REG,"400544",Short,1,R/W,100,,,,,,,,,,"Derivative 1A - PID Set 5"
Operation.Edit_PID.PID_Channel_1.PID_Set_5.HYSTERESIS_10_REG,"400598",Short,1,R/W,100,,,,,,,,,,"Hysteresis 1B - PID Set 5"
Operation.Edit_PID.PID_Channel_1.PID_Set_5.HYSTERESIS_5_REG,"400548",Short,1,R/W,100,,,,,,,,,,"Hysteresis 1A - PID Set 5"
Operation.Edit_PID.PID_Channel_1.PID_Set_5.INTERGRAL_10_REG,"400592",Short,1,R/W,100,,,,,,,,,,"Integral 1B - PID Set 5"
Operation.Edit_PID.PID_Channel_1.PID_Set_5.INTERGRAL_5_REG,"400542",Short,1,R/W,100,,,,,,,,,,"Integral 1A - PID Set 5"
Operation.Edit_PID.PID_Channel_1.PID_Set_5.PROPBAND_10_REG,"400591",Short,1,R/W,100,,,,,,,,,,"Proportional Band 1B - PID Set 5"
Operation.Edit_PID.PID_Channel_1.PID_Set_5.PROPBAND_5_REG,"400541",Short,1,R/W,100,,,,,,,,,,"Proportional Band 1A - PID Set 5"
Operation.Edit_PID.PID_Channel_1.PID_Set_5.RATE_10_REG,"400595",Short,1,R/W,100,,,,,,,,,,"Rate 1B - PID Set 5"
Operation.Edit_PID.PID_Channel_1.PID_Set_5.RATE_5_REG,"400545",Short,1,R/W,100,,,,,,,,,,"Rate 1A - PID Set 5"
Operation.Edit_PID.PID_Channel_1.PID_Set_5.RESET_10_REG,"400593",Short,1,R/W,100,,,,,,,,,,"Reset 1B - PID Set 5"
Operation.Edit_PID.PID_Channel_1.PID_Set_5.RESET_5_REG,"400543",Short,1,R/W,100,,,,,,,,,,"Reset 1A - PID Set 5"
Operation.Edit_PID.PID_Channel_2.PID_Set_10.DEADBAND_15_REG,"402546",Short,1,R/W,100,,,,,,,,,,"Dead Band 2A - PID Set 10"
Operation.Edit_PID.PID_Channel_2.PID_Set_10.DEADBAND_20_REG,"402596",Short,1,R/W,100,,,,,,,,,,"Dead Band 2B - PID Set 10"
Operation.Edit_PID.PID_Channel_2.PID_Set_10.DERIVATIVE_15_REG,"402544",Short,1,R/W,100,,,,,,,,,,"Derivative 2A - PID Set 10"
Operation.Edit_PID.PID_Channel_2.PID_Set_10.DERIVATIVE_20_REG,"402594",Short,1,R/W,100,,,,,,,,,,"Derivative 2B - PID Set 10"
Operation.Edit_PID.PID_Channel_2.PID_Set_10.HYSTERESIS_15_REG,"402548",Short,1,R/W,100,,,,,,,,,,"Hysteresis 2A - PID Set 10"
Operation.Edit_PID.PID_Channel_2.PID_Set_10.HYSTERESIS_20_REG,"402598",Short,1,R/W,100,,,,,,,,,,"Hysteresis 2B - PID Set 10"
Operation.Edit_PID.PID_Channel_2.PID_Set_10.INTEGRAL_15_REG,"402542",Short,1,R/W,100,,,,,,,,,,"Integral 2A - PID Set 10"
Operation.Edit_PID.PID_Channel_2.PID_Set_10.INTEGRAL_20_REG,"402592",Short,1,R/W,100,,,,,,,,,,"Integral 2B - PID Set 10"
Operation.Edit_PID.PID_Channel_2.PID_Set_10.PROPBAND_15_REG,"402541",Short,1,R/W,100,,,,,,,,,,"Proportional Band 2A - PID Set 10"
Operation.Edit_PID.PID_Channel_2.PID_Set_10.PROPBAND_20_REG,"402591",Short,1,R/W,100,,,,,,,,,,"Proportional Band 2B - PID Set 10"
Operation.Edit_PID.PID_Channel_2.PID_Set_10.RATE_15_REG,"402545",Short,1,R/W,100,,,,,,,,,,"Rate 2A - PID Set 10"
Operation.Edit_PID.PID_Channel_2.PID_Set_10.RATE_20_REG,"402595",Short,1,R/W,100,,,,,,,,,,"Rate 2B - PID Set 10"
Operation.Edit_PID.PID_Channel_2.PID_Set_10.RESET_15_REG,"402543",Short,1,R/W,100,,,,,,,,,,"Reset 2A - PID Set 10"
Operation.Edit_PID.PID_Channel_2.PID_Set_10.RESET_20_REG,"402593",Short,1,R/W,100,,,,,,,,,,"Reset 2B - PID Set 10"
Operation.Edit_PID.PID_Channel_2.PID_Set_6.DEADBAND_11_REG,"402506",Short,1,R/W,100,,,,,,,,,,"Dead Band 2A - PID Set 06"
Operation.Edit_PID.PID_Channel_2.PID_Set_6.DEADBAND_16_REG,"402556",Short,1,R/W,100,,,,,,,,,,"Dead Band 2B - PID Set 06"
Operation.Edit_PID.PID_Channel_2.PID_Set_6.DERIVATIVE_11_REG,"402504",Short,1,R/W,100,,,,,,,,,,"Derivative 2A - PID Set 06"
Operation.Edit_PID.PID_Channel_2.PID_Set_6.DERIVATIVE_16_REG,"402554",Short,1,R/W,100,,,,,,,,,,"Derivative 2B - PID Set 06"
Operation.Edit_PID.PID_Channel_2.PID_Set_6.HYSTERESIS_11_REG,"402508",Short,1,R/W,100,,,,,,,,,,"Hysteresis 2A - PID Set 06"
Operation.Edit_PID.PID_Channel_2.PID_Set_6.HYSTERESIS_16_REG,"402558",Short,1,R/W,100,,,,,,,,,,"Hysteresis 2B - PID Set 06"
Operation.Edit_PID.PID_Channel_2.PID_Set_6.INTEGRAL_11_REG,"402502",Short,1,R/W,100,,,,,,,,,,"Integral 2A - PID Set 06"
Operation.Edit_PID.PID_Channel_2.PID_Set_6.INTEGRAL_16_REG,"402552",Short,1,R/W,100,,,,,,,,,,"Integral 2B - PID Set 06"
Operation.Edit_PID.PID_Channel_2.PID_Set_6.PROPBAND_11_REG,"402501",Short,1,R/W,100,,,,,,,,,,"Proportional Band 2A - PID Set 06"
Operation.Edit_PID.PID_Channel_2.PID_Set_6.PROPBAND_16_REG,"402551",Short,1,R/W,100,,,,,,,,,,"Proportional Band 2B - PID Set 06"
Operation.Edit_PID.PID_Channel_2.PID_Set_6.RATE_11_REG,"402505",Short,1,R/W,100,,,,,,,,,,"Rate 2A - PID Set 06"
Operation.Edit_PID.PID_Channel_2.PID_Set_6.RATE_16_REG,"402555",Short,1,R/W,100,,,,,,,,,,"Rate 2B - PID Set 06"
Operation.Edit_PID.PID_Channel_2.PID_Set_6.RESET_11_REG,"402503",Short,1,R/W,100,,,,,,,,,,"Reset 2A - PID Set 06"
Operation.Edit_PID.PID_Channel_2.PID_Set_6.RESET_16_REG,"402553",Short,1,R/W,100,,,,,,,,,,"Reset 2B - PID Set 06"
Operation.Edit_PID.PID_Channel_2.PID_Set_7.DEADBAND_12_REG,"402516",Short,1,R/W,100,,,,,,,,,,"Dead Band 2A - PID Set 07"
Operation.Edit_PID.PID_Channel_2.PID_Set_7.DEADBAND_17_REG,"402566",Short,1,R/W,100,,,,,,,,,,"Dead Band 2B - PID Set 07"
Operation.Edit_PID.PID_Channel_2.PID_Set_7.DERIVATIVE_12_REG,"402514",Short,1,R/W,100,,,,,,,,,,"Derivative 2A - PID Set 07"
Operation.Edit_PID.PID_Channel_2.PID_Set_7.DERIVATIVE_17_REG,"402564",Short,1,R/W,100,,,,,,,,,,"Derivative 2B - PID Set 07"
Operation.Edit_PID.PID_Channel_2.PID_Set_7.HYSTERESIS_12_REG,"402518",Short,1,R/W,100,,,,,,,,,,"Hysteresis 2A - PID Set 07"
Operation.Edit_PID.PID_Channel_2.PID_Set_7.HYSTERESIS_17_REG,"402568",Short,1,R/W,100,,,,,,,,,,"Hysteresis 2B - PID Set 07"
Operation.Edit_PID.PID_Channel_2.PID_Set_7.INTEGRAL_12_REG,"402512",Short,1,R/W,100,,,,,,,,,,"Integral 2A - PID Set 07"
Operation.Edit_PID.PID_Channel_2.PID_Set_7.INTEGRAL_17_REG,"402562",Short,1,R/W,100,,,,,,,,,,"Integral 2B - PID Set 07"
Operation.Edit_PID.PID_Channel_2.PID_Set_7.PROPBAND_12_REG,"402511",Short,1,R/W,100,,,,,,,,,,"Proportional Band 2A - PID Set 07"
Operation.Edit_PID.PID_Channel_2.PID_Set_7.PROPBAND_17_REG,"402561",Short,1,R/W,100,,,,,,,,,,"Proportional Band 2B - PID Set 07"
Operation.Edit_PID.PID_Channel_2.PID_Set_7.RATE_12_REG,"402515",Short,1,R/W,100,,,,,,,,,,"Rate 2A - PID Set 07"
Operation.Edit_PID.PID_Channel_2.PID_Set_7.RATE_17_REG,"402565",Short,1,R/W,100,,,,,,,,,,"Rate 2B - PID Set 07"
Operation.Edit_PID.PID_Channel_2.PID_Set_7.RESET_12_REG,"402513",Short,1,R/W,100,,,,,,,,,,"Reset 2A - PID Set 07"
Operation.Edit_PID.PID_Channel_2.PID_Set_7.RESET_17_REG,"402563",Short,1,R/W,100,,,,,,,,,,"Reset 2B - PID Set 07"
Operation.Edit_PID.PID_Channel_2.PID_Set_8.DEADBAND_13_REG,"402526",Short,1,R/W,100,,,,,,,,,,"Dead Band 2A - PID Set 08"
Operation.Edit_PID.PID_Channel_2.PID_Set_8.DEADBAND_18_REG,"402576",Short,1,R/W,100,,,,,,,,,,"Dead Band 2B - PID Set 08"
Operation.Edit_PID.PID_Channel_2.PID_Set_8.DERIVATIVE_13_REG,"402524",Short,1,R/W,100,,,,,,,,,,"Derivative 2A - PID Set 08"
Operation.Edit_PID.PID_Channel_2.PID_Set_8.DERIVATIVE_18_REG,"402574",Short,1,R/W,100,,,,,,,,,,"Derivative 2B - PID Set 08"
Operation.Edit_PID.PID_Channel_2.PID_Set_8.HYSTERESIS_13_REG,"402528",Short,1,R/W,100,,,,,,,,,,"Hysteresis 2A - PID Set 08"
Operation.Edit_PID.PID_Channel_2.PID_Set_8.HYSTERESIS_18_REG,"402578",Short,1,R/W,100,,,,,,,,,,"Hysteresis 2B - PID Set 08"
Operation.Edit_PID.PID_Channel_2.PID_Set_8.INTEGRAL_13_REG,"402522",Short,1,R/W,100,,,,,,,,,,"Integral 2A - PID Set 08"
Operation.Edit_PID.PID_Channel_2.PID_Set_8.INTEGRAL_18_REG,"402572",Short,1,R/W,100,,,,,,,,,,"Integral 2B - PID Set 08"
Operation.Edit_PID.PID_Channel_2.PID_Set_8.PROPBAND_13_REG,"402521",Short,1,R/W,100,,,,,,,,,,"Proportional Band 2A - PID Set 08"
Operation.Edit_PID.PID_Channel_2.PID_Set_8.PROPBAND_18_REG,"402571",Short,1,R/W,100,,,,,,,,,,"Proportional Band 2B - PID Set 08"
Operation.Edit_PID.PID_Channel_2.PID_Set_8.RATE_13_REG,"402525",Short,1,R/W,100,,,,,,,,,,"Rate 2A - PID Set 08"
Operation.Edit_PID.PID_Channel_2.PID_Set_8.RATE_18_REG,"402575",Short,1,R/W,100,,,,,,,,,,"Rate 2B - PID Set 08"
Operation.Edit_PID.PID_Channel_2.PID_Set_8.RESET_13_REG,"402523",Short,1,R/W,100,,,,,,,,,,"Reset 2A - PID Set 08"
Operation.Edit_PID.PID_Channel_2.PID_Set_8.RESET_18_REG,"402573",Short,1,R/W,100,,,,,,,,,,"Reset 2B - PID Set 08"
Operation.Edit_PID.PID_Channel_2.PID_Set_9.DEADBAND_14_REG,"402536",Short,1,R/W,100,,,,,,,,,,"Dead Band 2A - PID Set 09"
Operation.Edit_PID.PID_Channel_2.PID_Set_9.DEADBAND_19_REG,"402586",Short,1,R/W,100,,,,,,,,,,"Dead Band 2B - PID Set 09"
Operation.Edit_PID.PID_Channel_2.PID_Set_9.DERIVATIVE_14_REG,"402534",Short,1,R/W,100,,,,,,,,,,"Derivative 2A - PID Set 09"
